model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop,experiment,inspan
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_199901-199912.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_199901-199912.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_199901-199912.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,1999,1999,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200001-200012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200001-200012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200001-200012.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2000,2000,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200101-200112.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200101-200112.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200101-200112.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2001,2001,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200201-200212.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200201-200212.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200201-200212.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2002,2002,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200301-200312.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200301-200312.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200301-200312.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2003,2003,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200401-200412.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200401-200412.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200401-200412.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2004,2004,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200501-200512.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200501-200512.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200501-200512.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2005,2005,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200601-200612.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200601-200612.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200601-200612.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2006,2006,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200701-200712.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200701-200712.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200701-200712.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2007,2007,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200801-200812.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200801-200812.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200801-200812.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2008,2008,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200901-200912.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200901-200912.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_200901-200912.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2009,2009,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201001-201012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201001-201012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201001-201012.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2010,2010,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201101-201112.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201101-201112.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201101-201112.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2011,2011,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201201-201212.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201201-201212.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201201-201212.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2012,2012,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201301-201312.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201301-201312.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201301-201312.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2013,2013,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201401-201412.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201401-201412.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/historical/r3i1p1f1/Amon/ps/gr/v20200217/ps_Amon_EC-Earth3-Veg-LR_historical_r3i1p1f1_gr_201401-201412.nc,3,1,1,1,r3i1p1f1,historical,ps,gr,mon,2014,2014,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20770101-20771231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20770101-20771231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20770101-20771231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2077,2077,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20780101-20781231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20780101-20781231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20780101-20781231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2078,2078,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20790101-20791231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20790101-20791231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20790101-20791231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2079,2079,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20800101-20801231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20800101-20801231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20800101-20801231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2080,2080,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20810101-20811231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20810101-20811231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20810101-20811231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2081,2081,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20820101-20821231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20820101-20821231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20820101-20821231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2082,2082,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20830101-20831231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20830101-20831231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20830101-20831231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2083,2083,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20840101-20841231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20840101-20841231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20840101-20841231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2084,2084,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20850101-20851231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20850101-20851231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20850101-20851231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2085,2085,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20860101-20861231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20860101-20861231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20860101-20861231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2086,2086,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20870101-20871231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20870101-20871231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20870101-20871231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2087,2087,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20880101-20881231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20880101-20881231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20880101-20881231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2088,2088,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20890101-20891231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20890101-20891231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20890101-20891231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2089,2089,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20900101-20901231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20900101-20901231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20900101-20901231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2090,2090,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20910101-20911231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20910101-20911231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20910101-20911231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2091,2091,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20920101-20921231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20920101-20921231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20920101-20921231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2092,2092,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20930101-20931231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20930101-20931231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20930101-20931231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2093,2093,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20940101-20941231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20940101-20941231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20940101-20941231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2094,2094,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20950101-20951231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20950101-20951231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20950101-20951231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2095,2095,SSP245,True
