model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop,experiment,inspan
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20960101-20961231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20960101-20961231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20960101-20961231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2096,2096,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20970101-20971231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20970101-20971231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20970101-20971231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2097,2097,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20980101-20981231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20980101-20981231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20980101-20981231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2098,2098,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20990101-20991231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20990101-20991231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20990101-20991231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2099,2099,SSP245,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_21000101-21001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_21000101-21001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/tas/gr/v20201123/tas_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_21000101-21001231.nc,3,1,1,1,r3i1p1f1,ssp245,tas,gr,day,2100,2100,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20770101-20771231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20770101-20771231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20770101-20771231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2077,2077,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20780101-20781231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20780101-20781231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20780101-20781231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2078,2078,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20790101-20791231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20790101-20791231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20790101-20791231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2079,2079,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20800101-20801231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20800101-20801231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20800101-20801231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2080,2080,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20810101-20811231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20810101-20811231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20810101-20811231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2081,2081,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20820101-20821231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20820101-20821231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20820101-20821231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2082,2082,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20830101-20831231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20830101-20831231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20830101-20831231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2083,2083,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20840101-20841231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20840101-20841231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20840101-20841231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2084,2084,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20850101-20851231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20850101-20851231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20850101-20851231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2085,2085,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20860101-20861231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20860101-20861231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20860101-20861231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2086,2086,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20870101-20871231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20870101-20871231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20870101-20871231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2087,2087,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20880101-20881231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20880101-20881231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20880101-20881231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2088,2088,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20890101-20891231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20890101-20891231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20890101-20891231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2089,2089,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20900101-20901231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20900101-20901231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20900101-20901231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2090,2090,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20910101-20911231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20910101-20911231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20910101-20911231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2091,2091,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20920101-20921231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20920101-20921231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20920101-20921231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2092,2092,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20930101-20931231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20930101-20931231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20930101-20931231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2093,2093,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20940101-20941231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20940101-20941231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20940101-20941231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2094,2094,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20950101-20951231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20950101-20951231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20950101-20951231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2095,2095,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20960101-20961231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20960101-20961231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20960101-20961231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2096,2096,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20970101-20971231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20970101-20971231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20970101-20971231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2097,2097,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20980101-20981231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20980101-20981231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20980101-20981231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2098,2098,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20990101-20991231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20990101-20991231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_20990101-20991231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2099,2099,SSP245,True
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_21000101-21001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_21000101-21001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/day/huss/gr/v20201123/huss_day_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_21000101-21001231.nc,3,1,1,1,r3i1p1f1,ssp245,huss,gr,day,2100,2100,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207701-207712.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207701-207712.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207701-207712.nc,3,1,1,1,r3i1p1f1,ssp245,ps,gr,mon,2077,2077,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207801-207812.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207801-207812.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207801-207812.nc,3,1,1,1,r3i1p1f1,ssp245,ps,gr,mon,2078,2078,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207901-207912.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207901-207912.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_207901-207912.nc,3,1,1,1,r3i1p1f1,ssp245,ps,gr,mon,2079,2079,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_208001-208012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_208001-208012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_208001-208012.nc,3,1,1,1,r3i1p1f1,ssp245,ps,gr,mon,2080,2080,SSP245,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_208101-208112.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_208101-208112.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/ssp245/r3i1p1f1/Amon/ps/gr/v20201123/ps_Amon_EC-Earth3-Veg-LR_ssp245_r3i1p1f1_gr_208101-208112.nc,3,1,1,1,r3i1p1f1,ssp245,ps,gr,mon,2081,2081,SSP245,True
